Latitude,Longitude
41.52,-71.29
47.62,-122.19
47.62,-122.19
35.79,-78.78
35.79,-78.78
35.79,-78.78
35.78,-78.78
35.78,-78.78
35.79,-78.78
42.03,-88.28
42.03,-88.28
44.98,-93.28
44.98,-93.28
44.98,-93.28
44.98,-93.28
44.98,-93.28
44.98,-93.28
44.98,-93.28
33.78,-84.4
33.78,-84.4
33.78,-84.4
33.78,-84.4
33.78,-84.4
33.78,-84.4
33.78,-84.4
33.78,-84.4
33.78,-84.4
44.07,-92.53
45.03,-93.38
40.78,-89.68
40.73,-99.09
41.7,-93.62
39.73,-104.99
39.73,-104.99
39.73,-104.99
40.43,-80
40.58,-83.09
28.36,-81.57
28.36,-81.57
40.43,-80
40.43,-80
40.76,-73.96
39.99,-76.71
39.99,-76.71
30.26,-97.73
30.26,-97.73
30.26,-97.73
30.27,-97.75
39.09,-94.59
39.09,-94.59
39.09,-94.59
50.9,-113.93
33.45,-112.07
36.2,-115.12
42.98,-74.29
42.72,-73.81
40.65,-73.78
40.65,-73.78
40.65,-73.78
42.05,-87.99
42.24,-83.77
42.37,-71.07
42.37,-71.07
40.43,-111.9
40.43,-111.9
26.88,-80.12
26.88,-80.12
41.81,-71.49
41.81,-71.49
41.81,-71.49
41.81,-71.49
42.3,-83.71
41.3,-72.93
41.3,-72.93
41.3,-72.93
41.3,-72.93
38.99,-77.09
44.78,-69.73
44.78,-69.73
33.63,-111.92
44.98,-93.27
44.98,-93.27
44.98,-93.27
44.97,-93.27
44.97,-93.27
39.9,-104.83
48.73,-122.48
44.08,-79.48
41.66,-71.45
38.97,-92.31
29.53,-98.48
43.03,-77.76
43.44,-80.59
36.04,-115.18
36.04,-115.18
30.64,-96.47
44.98,-93.28
44.98,-93.28
44.98,-93.28
44.98,-93.28
29.45,-98.63
40.02,-105.24
35.69,-105.94
40.48,-111.9
40.48,-111.9
40.48,-111.9
40.48,-111.9
40.48,-111.9
44.02,-103.25
44.02,-103.25
39.44,-119.76
42.25,-73.78
42.25,-73.78
42.28,-84.39
44.06,-79.49
42.74,-73.79
42.74,-73.79
42.74,-73.79
42.32,-83.07
42.32,-83.07
42.99,-71.46
44.28,-84.29
42.34,-71.1
42.34,-71.1
42.34,-71.1
41.82,-71.44
41.82,-71.44
41.82,-71.44
41.82,-71.44
42.78,-73.71
42.78,-73.71
42.78,-73.71
42.78,-73.71
42.78,-73.71
42.78,-73.7
42.78,-73.7
42.78,-73.7
42.78,-73.71
42.78,-73.71
42.78,-73.71
42.78,-73.71
42.78,-73.7
42.32,-71.33
43.18,-76.4
33.77,-118.2
33.77,-118.2
33.77,-118.2
33.77,-118.2
33.77,-118.2
33.77,-118.2
33.77,-118.2
33.77,-118.2
33.77,-118.2
40.67,-111.96
40.67,-111.96
40.67,-111.96
40.67,-111.96
40.67,-111.96
40.67,-111.96
40.76,-111.89
40.76,-111.89
40.76,-111.89
40.78,-111.93
40.78,-111.93
40.78,-111.93
43.09,-75.32
43.09,-75.32
43.09,-75.32
43.09,-75.32
43.09,-75.32
43,-78.84
47.66,-122.3
47.66,-122.3
47.66,-122.3
47.66,-122.3
45.62,-70.25
45.62,-70.25
44.63,-121.13
44.63,-121.13
44.63,-121.13
44.63,-121.13
40.15,-76.28
26.6,-81.81
26.6,-81.81
42.37,-83.37
40.02,-105.25
43.8,-79.35
43.8,-79.35
43.8,-79.35
42.38,-71.03
42.38,-71.03
42.38,-71.03
42.38,-71.03
42.36,-71.02
42.36,-71.02
42.36,-71.02
39.95,-82.99
42.37,-71.03
42.37,-71.03
42.37,-71.03
42.37,-71.03
42.37,-71.03
42.37,-71.03
42.37,-71.03
42.37,-71.03
49.26,-123.01
43.19,-77.7
43.19,-77.7
49.22,-122.6
49.22,-122.6
35.28,-116.06
35.28,-116.06
35.28,-116.06
40.05,-82.91
40.05,-82.91
40.05,-82.91
33.99,-84.09
33.99,-84.09
33.99,-84.09
33.99,-84.09
40.45,-79.98
40.45,-79.98
40.45,-79.98
40.45,-79.98
40.45,-79.98
40.45,-79.98
42.35,-71.07
42.35,-71.07
42.35,-71.07
41.23,-95.93
47.03,-122.91
36.18,-115.29
30,-90.25
30,-90.25
30,-90.25
30,-90.25
30,-90.25
30,-90.25
30,-90.25
43.9,-79.01
43.84,-79.02
43.84,-79.02
43.87,-79.04
49.04,-123.09
38.91,-77.04
38.91,-77.04
38.91,-77.04
38.91,-77.04
38.91,-77.04
38.91,-77.04
41.78,-71.31
43.06,-73.16
42.1,-72.61
42.45,-73.26
36.04,-115.19
36.04,-115.19
36.04,-115.19
36.04,-115.19
47.61,-122.2
40.44,-79.94
40.44,-79.94
40.44,-79.94
42.36,-71.09
42.36,-71.09
40.44,-80
40.44,-80
40.44,-80
39.98,-82.87
39.98,-82.87
39.4,-82.97
42.96,-78.77
42.27,-71.8
42.28,-71.8
42.27,-71.8
42.28,-71.8
42.13,-88.14
42.13,-88.14
42.13,-88.14
33.84,-84.33
33.84,-84.33
33.84,-84.33
33.84,-84.33
33.84,-84.33
38.82,-91.14
40.06,-82.85
40.11,-82.83
39.19,-76.69
33.77,-84.25
33.77,-84.25
44.95,-93.09
42.89,-85.68
42.75,-84.56
35.03,-79.12
40.46,-79.92
40.46,-79.92
40.46,-79.92
40.45,-80.02
40.45,-80.02
40.45,-80.02
33.85,-84.37
33.85,-84.37
38.08,-122.57
38.08,-122.57
38.08,-122.57
38.08,-122.57
38.08,-122.57
38.08,-122.57
38.08,-122.57
38.08,-122.57
42.87,-73.78
42.87,-73.78
42.87,-73.78
43.04,-78.89
40.16,-75.13
42.52,-71.14
42.87,-73.78
30.46,-97.75
39.38,-76.46
39.38,-76.46
40.05,-82.45
29.76,-95.38
34.7,-82.94
43.7,-72.29
33.75,-84.47
33.75,-84.47
35.77,-78.67
39.95,-83
39.95,-83
34.03,-117.31
34.03,-117.31
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
42.37,-71.02
33.83,-84.37
33.83,-84.37
37.32,-122.04
37.32,-122.04
37.32,-122.04
37.32,-122.04
37.32,-122.04
37.32,-122.04
37.32,-122.04
37.32,-122.04
37.32,-122.04
41.25,-111.95
41.25,-111.95
41.25,-111.95
30.48,-97.83
42.32,-71.78
39.63,-86.12
33.9,-84.28
33.9,-84.28
42.32,-72.64
38.89,-77.08
45.49,-73.56
45.49,-73.56
21.34,-158.12
21.34,-158.12
21.34,-158.12
21.34,-158.12
21.34,-158.12
21.34,-158.12
21.34,-158.12
21.34,-158.12
21.34,-158.12
21.34,-158.12
21.34,-158.12
21.34,-158.12
21.34,-158.12
21.34,-158.12
40.01,-105.28
28.78,-81.36
44.65,-70.15
44.65,-70.15
33.76,-118.08
39.53,-119.82
30.48,-97.78
30.48,-97.78
30.48,-97.78
40.44,-80
40.44,-80
40.44,-80
38.04,-97.87
40.27,-76.63
43.04,-89.4
47.95,-122.21
47.95,-122.21
47.96,-122.21
39.91,-85.92
43.56,-73.65
43.56,-73.65
43.56,-73.65
43.56,-73.65
40.02,-83.03
32.24,-110.96
32.24,-110.96
32.24,-110.96
32.24,-110.96
32.94,-96.98
42.36,-71.09
42.36,-71.09
42.36,-71.09
40.68,-74.24
35.96,-86.82
41.15,-73.99
33.65,-117.85
33.65,-117.85
40.04,-76.14
40.04,-76.14
40.04,-76.14
34.83,-106.78
34.83,-106.78
34.83,-106.78
34.83,-106.78
34.83,-106.78
34.83,-106.78
29.64,-82.35
29.64,-82.35
29.64,-82.35
29.64,-82.35
29.64,-82.35
43.41,-70.56
42.87,-73.78
42.87,-73.78
42.87,-73.78
42.01,-71.46
40.66,-74.42
33.76,-118.19
33.76,-118.19
39.99,-83.06
42.72,-73.21
40.27,-76.89
40.27,-76.89
40.27,-76.89
42.27,-71.84
36.84,-119.77
36.84,-119.77
36.84,-119.77
36.84,-119.77
36.84,-119.77
36.84,-119.77
36.84,-119.77
36.84,-119.77
36.84,-119.77
42.68,-73.73
42.68,-73.73
42.68,-73.73
42.68,-73.73
43.12,-75.6
43.12,-75.6
41.84,-71.46
41.84,-71.46
41.84,-71.45
32.83,-97.07
40.67,-111.96
40.67,-111.96
40.67,-111.96
40.67,-111.96
40.67,-111.96
30.4,-97.71
37.42,-122.21
37.42,-122.21
37.42,-122.21
37.42,-122.21
37.42,-122.21
33.72,-117.79
33.72,-117.79
33.72,-117.79
43.31,-73.65
35.99,-78.89
34.07,-118.03
34.07,-118.03
34.07,-118.03
34.07,-118.03
34.07,-118.03
34.07,-118.03
42.41,-71.28
37.72,-97.29
47.04,-122.89
47.04,-122.89
47.04,-122.89
47.04,-122.89
47.04,-122.89
40.87,-81.44
33.65,-117.72
33.53,-112.06
43.68,-79.61
43.68,-79.61
43.68,-79.61
43.68,-79.61
43.68,-79.61
43.68,-79.61
39.76,-105.01
41.93,-73.91
33.02,-97.28
33.02,-97.28
33.02,-97.28
43.69,-79.62
42.59,-72.52
34.07,-84.28
35.94,-86.81
40.89,-122.39
26.06,-80.23
26.06,-80.23
39.77,-77.38
37.77,-122.42
37.77,-122.42
37.77,-122.42
37.77,-122.42
37.77,-122.42
37.77,-122.42
37.77,-122.42
37.77,-122.42
39.68,-104.94
42.45,-70.96
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
32.83,-97.06
41.66,-93.51
41.66,-93.51
41.66,-93.51
33.53,-112.27
37.51,-122.26
36.73,-119.79
36.73,-119.79
38.02,-122.54
38.02,-122.54
38.02,-122.54
38.02,-122.54
38.02,-122.54
38.02,-122.54
38.02,-122.54
38.02,-122.54
38.02,-122.54
38.02,-122.54
40.02,-105.25
39.73,-105.01
38.9,-77.01
38.91,-77
38.91,-77
39.09,-77.2
41.66,-70.28
41.66,-70.28
41.66,-70.28
41.66,-70.28
42.32,-71.06
42.32,-71.06
42.32,-71.06
42.59,-83.6
42.59,-83.6
40.47,-93.97
35.09,-106.68
42.74,-73.69
42.74,-73.69
41.1,-73.77
41.74,-74.12
42.77,-73.72
40.08,-83.14
44.06,-121.31
44.06,-121.31
44.06,-121.31
44.06,-121.31
40.23,-77.09
41.66,-71.16
36.15,-86.81
36.15,-86.81
36.15,-86.81
36.15,-86.81
36.15,-86.81
36.15,-86.81
36.15,-86.81
32.78,-96.81
32.78,-96.81
32.78,-96.81
40.76,-111.88
41.09,-112
41.09,-112
41.22,-111.96
41.22,-111.96
41.22,-111.96
41.22,-111.96
41.22,-111.96
45.63,-122.66
45.68,-122.55
43.08,-89.32
36.14,-86.8
36.14,-86.8
36.14,-86.8
33.6,-96.6
33.04,-111.38
25.78,-80.2
25.78,-80.2
25.78,-80.2
25.78,-80.2
33.93,-84.37
33.93,-84.37
40.06,-82.4
40.65,-82.54
41.49,-112.02
41.49,-112.02
47.05,-122.9
33.65,-84.45
33.65,-84.45
33.65,-84.45
33.64,-117.86
33.64,-117.86
33.66,-117.75
33.66,-117.75
33.66,-117.75
33.66,-117.75
33.66,-117.75
41.82,-71.4
41.82,-71.41
41.83,-71.4
37.59,-122.09
33.94,-84.36
33.94,-84.36
33.94,-84.36
33.94,-84.36
40.74,-74.18
40.74,-74.18
42.86,-73.78
42.86,-73.78
42.86,-73.78
42.86,-73.78
33.51,-112.05
37.48,-122.21
37.48,-122.21
37.48,-122.21
29.44,-98.48
29.44,-98.48
29.44,-98.48
47.04,-122.9
33.55,-112.26
33.55,-112.26
33.55,-112.26
33.55,-112.26
38.98,-95.33
32.79,-96.8
33.9,-118.39
33.9,-118.39
33.9,-118.39
33.89,-118.39
33.89,-118.39
33.64,-84.46
33.64,-84.46
19.5,-154.96
41.09,-74.73
43.11,-72.9
33.92,-116.96
40.08,-83.14
44.98,-93.27
40.12,-75.29
40.12,-75.29
41.83,-71.42
41.83,-71.42
33.67,-117.76
33.67,-117.76
33.67,-117.76
38.89,-77.06
38.89,-77.06
33.89,-84.47
33.89,-84.47
33.89,-84.47
33.89,-84.47
33.89,-84.47
33.89,-84.47
41.73,-71.44
37.41,-122.12
25.67,-80.32
42.68,-73.84
39.6,-110.81
39.6,-110.81
49.27,-123.09
37.96,-122.34
37.96,-122.34
44.6,-75.17
50.9,-113.94
33.64,-117.86
33.64,-117.86
42.65,-71.32
29.45,-98.61
33.9,-118.39
33.9,-118.39
33.9,-118.39
33.9,-118.39
39.14,-76.76
40.58,-111.9
40.58,-111.89
40.58,-111.9
40.58,-111.89
40.58,-111.89
33.72,-117.79
33.72,-117.79
33.72,-117.79
37.97,-122.07
37.97,-122.07
37.97,-122.07
37.97,-122.07
34.02,-84.36
40.73,-74.06
43.82,-72.6
49.26,-123.11
38.56,-121.69
38.56,-121.69
32.36,-86.17
44.45,-74.26
44.43,-74.25
39.98,-81.73
40.2,-76.96
42.74,-73.67
35.25,-80.83
35.23,-80.82
35.24,-80.84
39.99,-83.03
36.16,-86.79
40.7,-111.96
34.6,-117.19
39.28,-76.59
39.28,-76.59
38.98,-74.83
32.62,-117.04
32.62,-117.03
32.62,-117.03
32.62,-117.03
32.62,-117.03
32.62,-117.03
32.62,-117.04
32.62,-117.03
32.62,-117.03
32.62,-117.03
32.62,-117.03
32.83,-116.9
32.83,-116.9
32.83,-116.9
32.83,-116.9
32.83,-116.9
32.83,-116.9
32.83,-116.9
32.83,-116.9
32.83,-116.9
32.83,-116.9
32.83,-116.9
32.83,-116.9
32.83,-116.9
33.89,-118.13
33.89,-118.13
33.89,-118.13
33.89,-118.13
33.89,-118.13
33.89,-118.13
33.89,-118.13
33.89,-118.13
33.89,-118.13
36.81,-119.77
36.81,-119.77
36.81,-119.77
36.81,-119.77
39.74,-105.04
42.83,-73.96
42.83,-73.96
30.27,-97.75
43.33,-79.82
34.89,-82.19
34.89,-82.19
41.73,-71.47
33.8,-84.43
40.76,-113.02
40.76,-113.01
37.38,-121.92
37.38,-121.92
37.38,-121.92
37.38,-121.92
37.38,-121.92
37.38,-121.92
37.38,-121.92
37.38,-121.92
42.59,-71.98
42.59,-71.98
43.32,-73.67
42.98,-81.23
34.07,-84.27
34.07,-84.27
34.07,-84.27
42.68,-73.84
42.68,-73.84
35.02,-80.61
41.82,-71.42
41.82,-71.42
41.05,-111.97
37.7,-113.07
41.18,-111.95
40.69,-111.47
40.52,-111.98
40.3,-111.71
37.55,-122.31
34.09,-118.35
34.08,-118.38
40.01,-83.1
40.76,-111.89
38.9,-77.02
38.9,-77.02
38.9,-77.02
38.9,-77.02
45.71,-121.51
33.73,-116.38
33.73,-116.38
38.1,-122.26
38.1,-122.26
38.1,-122.26
38.1,-122.26
42.65,-71.31
33.18,-117.35
33.18,-117.35
33.18,-117.35
33.18,-117.35
33.18,-117.35
33.18,-117.35
33.18,-117.35
33.18,-117.35
33.18,-117.35
33.18,-117.35
33.18,-117.35
37.24,-107.87
36.14,-120.36
36.21,-120.1
36.21,-120.1
36.21,-120.1
27.5,-82.57
37.39,-121.97
37.39,-121.97
37.39,-121.97
37.39,-121.97
37.39,-121.97
37.39,-121.97
37.39,-121.97
37.39,-121.97
37.39,-121.97
41.79,-71.5
30.26,-97.73
30.26,-97.73
30.26,-97.73
37.62,-122.13
33.89,-84.47
33.89,-84.47
33.89,-84.47
35.08,-106.52
39.95,-111.22
42.77,-71.09
42.77,-71.09
42.77,-71.09
40.5,-111.89
40.5,-111.89
40.5,-111.89
40.5,-111.89
27.2,-82.44
27.2,-82.44
27.2,-82.44
44.06,-123.08
44.06,-123.08
45.52,-122.98
30.33,-81.67
42.82,-73.93
39.11,-84.51
39.11,-84.51
39.11,-84.51
32.66,-117.07
32.66,-117.07
32.66,-117.07
32.66,-117.07
32.66,-117.07
32.66,-117.07
32.66,-117.08
32.66,-117.07
32.66,-117.07
32.66,-117.07
32.66,-117.08
32.66,-117.07
32.66,-117.07
33.76,-118.14
33.76,-118.14
42.62,-71.38
48.2,-103.63
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.68,-111.96
40.07,-105.24
42.85,-73.95
42.85,-73.95
42.85,-73.95
42.89,-73.94
42.89,-73.94
40.38,-111.77
33.92,-117.56
45.02,-123.95
45.02,-123.95
41.51,-71.31
40.76,-111.86
40.08,-86.47
42.7,-71.15
42.59,-71.32
42.11,-72.6
42.1,-72.6
35.24,-120.64
33.77,-118.19
39.76,-84.19
39.11,-84.51
39.11,-84.51
39.11,-84.51
33.76,-84.34
33.76,-84.34
35.68,-97.42
47.81,-122.29
47.81,-122.29
47.81,-122.29
37.79,-122.39
37.79,-122.39
42.05,-71.09
34.07,-118.27
33.77,-118.19
33.77,-118.19
35.99,-78.9
35.99,-78.9
35.99,-78.9
40.04,-82.96
40.08,-82.95
40.08,-82.95
41.74,-111.84
41.74,-111.84
42.25,-71
40.78,-124.14
33.7,-117.92
36.09,-78.91
35.64,-97.43
40.26,-76.88
33.47,-112.37
41.72,-71.12
41.72,-71.12
41.72,-71.12
41.72,-71.12
41.72,-71.12
41.72,-71.12
41.72,-71.12
41.72,-71.12
41.97,-70.97
41.97,-70.97
41.97,-70.97
41.97,-70.97
42.09,-70.99
42.09,-70.99
42.09,-70.99
42.09,-70.99
42.09,-70.99
42.09,-70.99
42.09,-70.99
39.33,-82.12
39.33,-82.12
35.4,-119.4
35.4,-119.4
35.4,-119.4
33.61,-117.73
33.55,-117.78
33.55,-117.78
33.55,-117.78
39.75,-104.99
42.66,-73.24
42.66,-73.24
42.06,-71.06
42.06,-71.06
42.06,-71.06
42.78,-73.89
42.78,-73.89
42.87,-73.93
42.87,-73.93
42.87,-73.93
42.85,-73.81
42.85,-73.81
42.85,-73.81
40.52,-111.85
40.52,-111.86
30.02,-95.59
30.02,-95.59
44.68,-85.66
40.03,-75.34
40.03,-75.34
34.85,-117.08
34.85,-117.08
34.85,-117.08
34.85,-117.08
34.85,-117.08
33.71,-117.85
38.88,-94.6
34.47,-117.38
33.92,-116.8
33.92,-116.8
33.92,-116.8
33.92,-116.79
32.78,-117.07
41.12,-74.12
41.12,-74.12
41.12,-74.12
34.25,-118.58
34.25,-118.58
34.25,-118.58
34.25,-118.58
34.25,-118.58
34.25,-118.58
34.25,-118.58
42,-71.49
42,-71.49
33.3,-111.84
33.3,-111.84
33.3,-111.84
34.86,-117.09
34.86,-117.09
41.53,-124.04
40.38,-82.4
40.38,-82.4
46.99,-65.58
25.73,-80.24
25.73,-80.24
25.73,-80.24
25.73,-80.24
39.05,-77.12
39.05,-77.12
39.05,-77.12
39.05,-77.12
39.05,-77.12
39.05,-77.12
39.05,-77.12
39.05,-77.12
39.05,-77.12
35.99,-78.91
35.99,-78.91
34.15,-118.77
34.15,-118.77
34.15,-118.77
34.15,-118.77
34.15,-118.77
33.81,-118.16
42.64,-73.76
33.69,-84.41
33.69,-84.41
33.69,-84.41
33.69,-84.41
38.73,-89.91
44.29,-74.01
37.26,-79.94
37.26,-79.94
27.3,-82.44
27.3,-82.44
36.31,-119.79
42.31,-71.12
42.31,-71.12
40.03,-83.05
38.31,-77.48
38.31,-77.48
33.72,-117.79
33.72,-117.79
34.12,-117.21
32.61,-116.97
32.61,-116.97
33.77,-118.37
34.07,-117.2
34.07,-117.2
34.07,-117.2
33.79,-117.89
33.79,-117.89
33.79,-117.89
38.9,-121.07
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.76,-118.11
33.75,-117.87
33.75,-117.87
34.98,-120.43
34.98,-120.43
37.67,-122.38
37.67,-122.38
37.67,-122.38
37.67,-122.38
37.67,-122.38
37.67,-122.38
37.67,-122.38
37.73,-122.2
34.14,-119.2
34.14,-119.2
34.14,-119.2
34.14,-119.2
37.7,-121.92
33.97,-117.34
37.93,-121.69
37.93,-121.69
37.93,-121.69
37.93,-121.69
37.93,-121.69
37.93,-121.69
37.93,-121.69
37.93,-121.69
37.4,-121.94
37.4,-121.94
37.4,-121.94
34.05,-118.26
34.05,-118.26
34.05,-118.26
33.75,-117.88
33.62,-117.87
33.44,-117.63
33.44,-117.63
33.44,-117.63
33.44,-117.63
33.44,-117.63
33.44,-117.63
33.44,-117.63
38.58,-121.49
38.58,-121.49
38.58,-121.49
38.58,-121.49
33.66,-117.68
33.66,-117.68
33.66,-117.68
33.66,-117.68
33.66,-117.68
33.66,-117.68
33.66,-117.68
33.66,-117.68
33.66,-117.68
33.66,-117.68
33.66,-117.68
33.66,-117.68
33.66,-117.68
33.66,-117.68
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.67,-122.39
37.35,-121.91
37.35,-121.91
37.35,-121.91
37.35,-121.91
37.35,-121.91
37.35,-121.91
37.35,-121.91
37.35,-121.91
37.35,-121.91
37.35,-121.91
37.35,-121.91
34.06,-118.41
34.06,-118.41
34.06,-118.41
34.06,-118.41
34.06,-118.41
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.87,-122.27
37.4,-122.1
37.4,-122.1
37.4,-122.1
37.4,-122.1
37.4,-122.1
37.4,-122.1
37.4,-122.1
37.4,-122.1
37.4,-122.1
37.4,-122.1
37.4,-122.1
37.4,-122.1
37.4,-122.1
33.56,-117.21
33.56,-117.21
33.56,-117.21
33.56,-117.21
33.56,-117.21
33.56,-117.21
33.56,-117.21
33.69,-117.89
33.69,-117.89
33.69,-117.89
33.69,-117.89
33.69,-117.89
33.69,-117.89
33.69,-117.89
36.84,-119.72
36.84,-119.72
33.56,-117.74
33.91,-117.2
33.91,-117.2
33.91,-117.2
33.93,-117.41
34.15,-117.23
34.15,-117.23
34.15,-117.23
34.15,-117.23
34.15,-117.23
34.15,-117.23
34.15,-117.23
34.15,-117.23
34.15,-117.23
34.15,-117.23
34.15,-117.23
34.15,-117.23
37.29,-121.94
32.86,-117.25
37.39,-122.03
36.85,-119.79
36.85,-119.79
33.77,-118.2
33.92,-118.35
32.88,-117.22
37.65,-122.39
34.07,-118.4
34.07,-118.4
38.29,-122.28
33.57,-117.83
33.57,-117.83
33.8,-117.91
33.8,-117.91
33.8,-117.91
37.78,-122.42
37.78,-122.42
37.78,-122.42
37.78,-122.42
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
34.15,-118.13
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.91
37.68,-121.76
36.65,-121.79
36.65,-121.79
32.87,-117.24
32.87,-117.24
37.77,-122.39
37.77,-122.39
37.77,-122.39
37.77,-122.39
37.77,-122.39
37.77,-122.39
37.77,-122.39
37.77,-122.39
37.77,-122.39
37.77,-122.39
37.77,-122.39
37.77,-122.39
36.81,-119.7
36.81,-119.7
36.81,-119.7
36.81,-119.7
36.81,-119.7
36.81,-119.71
33.66,-115.72
33.66,-115.72
34.17,-118.86
34.19,-118.88
34.19,-118.88
34.17,-118.85
34.07,-117.72
34.17,-118.53
34.17,-118.53
34.17,-118.53
34.17,-118.53
34.17,-118.53
34.17,-118.53
34.17,-118.53
34.17,-118.53
34.17,-118.53
34.17,-118.53
34.17,-118.53
37.97,-122.34
37.97,-122.34
37.97,-122.34
37.97,-122.34
33.77,-117.98
33.77,-117.98
34.42,-118.58
37.81,-122.42
37.81,-122.42
33.65,-117.74
33.65,-117.74
37.61,-122.5
37.55,-122.31
37.55,-122.31
38.48,-122.74
38.48,-122.74
34.07,-118.17
34.07,-118.17
34.07,-118.17
34.07,-118.17
34.03,-118.48
34.03,-118.48
34.03,-118.48
37.98,-122.03
34.99,-118.95
37.7,-121.92
37.7,-121.92
37.7,-121.92
37.7,-121.92
37.7,-121.92
37.7,-121.92
37.7,-121.92
33.65,-117.83
33.65,-117.83
33.65,-117.83
33.65,-117.83
33.65,-117.83
33.65,-117.83
38.65,-121.16
38.65,-121.16
38.64,-121.16
38.64,-121.16
38.65,-121.16
38.65,-121.16
38.64,-121.16
38.64,-121.16
38.64,-121.16
33.45,-117.61
33.45,-117.61
33.84,-117.96
37.27,-121.96
38.05,-122.15
38.05,-122.15
34.04,-118.23
37.34,-121.9
37.34,-121.9
37.34,-121.9
37.34,-121.9
37.34,-121.9
37.34,-121.9
37.34,-121.9
37.34,-121.9
37.34,-121.9
37.34,-121.9
37.34,-121.9
33.67,-117.84
33.67,-117.84
37.77,-122.39
37.77,-122.39
36.84,-119.75
36.84,-119.75
36.84,-119.75
34.94,-120.42
34.94,-120.42
34.94,-120.42
33.13,-117.16
33.13,-117.16
33.68,-117.85
33.68,-117.85
33.68,-117.85
32.88,-117.22
32.88,-117.22
32.88,-117.22
32.88,-117.22
32.88,-117.22
32.88,-117.22
32.88,-117.22
32.88,-117.22
32.88,-117.22
32.88,-117.22
33.76,-118.17
33.62,-117.91
33.68,-117.88
33.68,-117.88
37.78,-122.4
34.17,-118.23
37.44,-121.92
37.44,-121.92
37.44,-121.92
37.42,-121.96
37.42,-121.96
37.79,-122.41
34.04,-118.05
37.95,-122.55
37.95,-122.55
37.95,-122.55
37.95,-122.55
37.95,-122.55
37.95,-122.55
37.95,-122.55
37.95,-122.55
37.72,-122.24
37.7,-121.93
37.7,-121.93
37.7,-121.93
37.7,-121.93
32.77,-117.15
32.77,-117.15
32.77,-117.15
33.61,-117.73
33.61,-117.73
33.61,-117.73
33.61,-117.73
38.56,-121.42
38.56,-121.42
34.09,-117.72
34.09,-117.72
33.65,-117.71
33.65,-117.71
34.08,-118.32
34.08,-118.32
34.08,-118.32
36.6,-121.9
36.6,-121.9
36.6,-121.9
36.64,-121.8
36.76,-119.72
36.76,-119.72
36.76,-119.72
39.09,-120.96
37.98,-122.03
33.85,-117.86
37.98,-122.03
37.78,-122.39
37.78,-122.39
37.78,-122.39
34.15,-117.22
34.08,-117.58
34.08,-117.58
33.7,-117.74
33.7,-117.74
37.39,-121.96
33.62,-117.93
33.61,-117.87
33.61,-117.87
33.61,-117.87
33.61,-117.87
33.61,-117.87
33.61,-117.87
33.69,-117.86
40.45,-122.3
33.65,-117.78
33.65,-117.78
34.7,-118.15
34.7,-118.15
34.7,-118.15
34.7,-118.15
37.87,-122.27
37.87,-122.26
